DEVICE_ID,time_key,OUT_LOC_ONNET_MIN,OUT_LOC_OFFNET_MIN,OUT_LOC_OFFNET_UNPAID_MIN,OUT_LOC_OFFNET_PAID_MIN,OUT_INTER_MIN,OUT_LOC_LAND_MIN,OUT_LOCAL_ONNET_SMS_AMT,OUT_LOCAL_OFFNET_SMS_AMT,OUT_LOCAL_LAND_PAID_SMS_AMT,OUT_INTER_SMS_AMT,DATA_VOLUME,LTE_DATA_VOLUME,TOTAL_ROAM_CALL_AMT,TOTAL_ROAM_SMS_AMT,TOTAL_ROAM_GPRS_MB,COUNT_CONTACT,AVG_TRANSACT_CONTACT,SUM_TRANSACT_CONTACT,AVG_DURATION_CONTACT,COUNT_BASE_STATION,FIRST_DISP_DIAG,OS_1,OS_2,OS_3,OS_4,date_issue_device,ID_NUMBER,tariff_plan_code
35578805.0,2026-06-01,10.58,7.65,0.0,7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.5,63.0,358.16666666666674,3.0,2.0,0.0,0.0,1.0,0.0,2020-11-05,11102,tariff_2
35578805.0,2026-08-01,7.6,14.15,0.0,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.4444444444444455,49.0,259.77777777777777,5.0,2.0,0.0,0.0,1.0,0.0,2020-11-05,11102,tariff_2
35524908.0,2026-04-01,106.98,54.73,53.68,1.05,0.0,0.0,0.0,0.0,0.0,0.0,119.98,3742.05,0.0,0.0,0.0,30.0,7.5,225.0,490.4666666666666,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,
35524908.0,2026-08-01,157.45,60.12,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.82,10135.11,0.0,0.0,0.0,30.0,10.733333333333333,322.0,608.4333333333333,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,tariff_18
35524908.0,2026-05-01,219.95,42.1,42.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.47,4985.02,0.0,0.0,0.0,30.0,10.033333333333331,301.0,786.6333333333333,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,
35524908.0,2026-09-01,21.05,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.06,913.87,0.0,0.0,0.0,19.0,3.1052631578947367,59.0,207.94736842105263,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,tariff_18
35524908.0,2026-06-01,165.32,74.08,64.53,9.55,0.0,0.0,3.0,0.0,0.0,0.0,78.53,3508.41,0.0,0.0,0.0,30.0,13.933333333333335,418.0,611.0333333333333,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,
35524908.0,2026-07-01,159.12,31.8,31.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,67.24,7094.31,0.0,0.0,0.0,30.0,10.1,303.0,487.9333333333333,20.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,13477,
35849409.0,2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.09,0.0,0.0,0.0,0.17,1.0,1.0,1.0,63.0,12.0,5.0,0.0,1.0,0.0,0.0,2025-07-19,16127,tariff_8
35849409.0,2026-04-01,55.23,1.67,1.67,0.0,24.22,0.0,0.0,0.0,0.0,0.0,136.31,6494.45,2.0,0.0,0.0,14.0,7.5,105.0,608.5714285714286,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-19,16127,tariff_4
35849409.0,2026-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,,,,,9.0,5.0,0.0,1.0,0.0,0.0,2025-07-19,16127,
35776208.0,2026-09-01,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.15,0.0,0.0,0.0,0.0,4.0,8.5,34.0,491.5,15.0,5.0,0.0,1.0,0.0,0.0,2024-06-26,16127,tariff_8
35849409.0,2026-06-01,1.12,0.0,0.0,0.0,16.63,0.0,0.0,0.0,0.0,0.0,98.26,6541.85,7.0,0.0,0.02,7.0,3.8571428571428568,27.0,447.28571428571433,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-19,16127,
35849409.0,2026-05-01,6.18,16.05,16.05,0.0,38.9,0.0,0.0,0.0,0.0,0.0,2.8,6960.42,0.0,0.0,0.0,17.0,3.1764705882352944,54.0,226.8823529411765,18.0,5.0,0.0,1.0,0.0,0.0,2025-07-19,16127,
86375301.0,2026-09-01,11.62,4.85,4.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,7.0,1.4285714285714286,10.0,142.71428571428572,7.0,2.0,0.0,0.0,1.0,0.0,2019-01-18,16626,tariff_8
35961908.0,2026-05-01,693.3,29.13,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.59,8.03,0.0,0.0,0.0,30.0,12.233333333333333,367.0,1577.7666666666669,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-11,22994,
35961908.0,2026-07-01,636.3,49.7,38.32,11.38,0.0,0.0,0.0,0.0,0.0,0.0,2781.87,189.72,0.0,0.0,0.0,30.0,10.933333333333335,328.0,2072.4666666666667,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-11,22994,
35961908.0,2026-06-01,1007.35,54.25,25.32,28.93,0.0,0.0,0.0,0.0,0.0,0.0,1496.49,0.0,0.0,0.0,0.0,30.0,13.466666666666669,404.0,2373.933333333333,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-11,22994,
35961908.0,2026-09-01,775.17,40.84,35.67,5.17,0.0,0.0,0.0,0.0,0.0,0.0,1705.08,1818.89,0.0,0.0,0.0,30.0,13.433333333333335,403.0,2149.333333333333,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-11,22994,tariff_17
35976608.0,2026-04-01,778.02,32.83,32.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1528.98,488.69,0.0,0.0,0.0,30.0,14.566666666666665,437.0,1973.2,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,22994,
35961908.0,2026-08-01,666.97,49.63,49.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1144.38,674.86,0.0,0.0,0.0,30.0,12.033333333333331,361.0,1865.3666666666663,20.0,5.0,0.0,1.0,0.0,0.0,2025-07-11,22994,tariff_17
86498804.0,2026-09-01,33.53,81.88,81.88,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3055.76,74317.38,0.0,0.0,0.0,30.0,8.533333333333333,256.0,576.7666666666668,20.0,6.6,0.0,1.0,0.0,0.0,2025-12-10,23269,tariff_10
35798609.0,2026-05-01,8.73,12.47,12.47,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20417.92,0.0,0.0,0.0,0.0,30.0,3.033333333333333,91.0,172.76666666666668,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-11,23269,tariff_8
35798609.0,2026-07-01,0.23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7987.7,0.0,0.0,0.0,0.0,7.0,3.0,21.0,98.57142857142856,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-11,23269,tariff_8
35757609.0,2026-06-01,22.35,3.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19580.45,10149.58,0.0,0.0,0.0,30.0,4.733333333333333,142.0,190.83333333333331,20.0,5.6,0.0,1.0,0.0,0.0,2025-07-11,23269,tariff_8
35798609.0,2026-04-01,17.08,6.13,6.13,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30813.75,0.0,0.0,0.0,0.0,26.0,3.8846153846153846,101.0,493.6923076923077,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-11,23269,tariff_8
35798609.0,2026-08-01,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,163.78,0.0,0.0,0.0,7.0,1.8571428571428568,13.0,88.85714285714286,14.0,5.5,0.0,1.0,0.0,0.0,2025-07-11,23269,tariff_8
35298509.0,2026-07-01,20.41,5.35,0.75,4.6,0.0,0.0,1.0,0.0,0.0,0.0,25.49,0.0,0.0,0.0,0.0,25.0,4.24,106.0,433.36,12.0,4.7,1.0,0.0,0.0,0.0,2024-10-02,26495,
35298509.0,2026-06-01,6.33,3.48,0.18,3.3,0.0,0.0,1.0,1.0,0.0,0.0,15.47,0.0,0.0,0.0,0.0,18.0,6.5,117.0,914.7777777777776,19.0,4.7,1.0,0.0,0.0,0.0,2024-10-02,26495,
35463810.0,2026-08-01,11.53,15.08,0.0,15.08,0.0,0.0,0.0,0.0,0.0,0.0,53.07,0.0,0.0,0.0,0.0,20.0,6.25,125.0,630.95,20.0,6.4,0.0,1.0,0.0,0.0,2025-11-21,26495,tariff_19
35298509.0,2026-05-01,7.4,1.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,9.0,8.222222222222221,74.0,1419.7777777777776,12.0,4.7,1.0,0.0,0.0,0.0,2024-10-02,26495,
35463810.0,2026-09-01,5.55,6.65,0.0,6.65,0.0,0.0,3.0,2.0,0.0,0.0,102.7,0.0,0.0,0.0,0.0,17.0,5.411764705882354,92.0,685.0588235294118,20.0,6.4,0.0,1.0,0.0,0.0,2025-11-21,26495,tariff_19
35304710.0,2026-08-01,0.83,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,199.0,6.0,1.4,0.0,0.0,1.0,0.0,2025-09-21,26753,tariff_1
35304710.0,2026-09-01,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.5,17.0,267.5,6.0,1.4,0.0,0.0,1.0,0.0,2025-09-21,26753,tariff_1
86136904.0,2026-07-01,0.77,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.67,2188.38,0.0,0.0,0.0,2.0,8.5,17.0,233.5,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-10,27906,tariff_3
86136904.0,2026-08-01,150.28,74.7,74.7,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1816.95,20066.93,0.0,0.0,0.0,30.0,12.2,366.0,618.4333333333333,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-10,27906,tariff_3
86136904.0,2026-09-01,106.95,84.0,79.8,4.2,0.0,0.0,1.0,0.0,0.0,0.0,2495.94,29587.57,0.0,0.0,0.0,30.0,9.233333333333333,277.0,560.4333333333333,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-10,27906,tariff_3
86370604.0,2026-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061.6,8.31,0.0,0.0,0.0,1.0,56.0,56.0,37948.0,11.0,5.5,0.0,1.0,0.0,0.0,2027-03-15,29126,tariff_8
35312108.0,2026-06-01,277.18,38.88,38.88,0.0,0.0,1.82,1.0,1.0,0.0,0.0,32.75,0.0,0.0,0.0,0.0,28.0,9.25,259.0,1049.107142857143,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,tariff_15
35312108.0,2026-04-01,167.92,7.58,3.83,3.75,0.0,12.5,0.0,0.0,0.0,0.0,365.18,0.0,0.0,0.0,0.0,30.0,7.3,219.0,665.1,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,
35312108.0,2026-05-01,203.73,30.42,30.42,0.0,0.0,0.0,1.0,1.0,0.0,0.0,346.63,0.0,0.0,0.0,0.0,30.0,8.5,255.0,803.6333333333333,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,
35312108.0,2026-07-01,113.27,18.58,18.58,0.0,0.0,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.466666666666668,164.0,506.63333333333327,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,tariff_15
35312108.0,2026-08-01,141.72,8.88,8.88,0.0,0.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.933333333333334,178.0,586.5666666666667,18.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,tariff_15
35312108.0,2026-09-01,74.97,3.55,3.55,0.0,0.0,4.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.3,159.0,372.06666666666666,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29729,tariff_15
35312008.0,2026-09-01,1.51,1.76,1.08,0.68,0.0,0.0,0.0,0.0,0.0,0.0,232.33,0.0,0.0,0.0,0.0,9.0,2.7777777777777777,25.0,113.77777777777776,16.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,tariff_18
35312008.0,2026-05-01,0.02,2.67,1.27,1.4,0.0,1.87,0.0,0.0,0.0,0.0,561.69,0.0,0.0,0.0,0.0,6.0,4.5,27.0,274.0,20.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,
35312008.0,2026-06-01,0.55,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,4.0,3.0,12.0,46.5,9.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,
35312008.0,2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.6666666666666665,8.0,63.33333333333334,3.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,tariff_18
35312008.0,2026-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,1.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,
35312008.0,2026-07-01,0.0,1.13,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1.0,4.0,4.0,468.0,3.0,4.5,0.0,1.0,0.0,0.0,2023-07-19,29912,tariff_18
35721406.0,2026-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.2,12.0,63.3,4.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_4
35721406.0,2026-06-01,31.88,1.63,1.63,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3837.35,0.0,0.0,0.0,0.0,30.0,3.733333333333333,112.0,697.7333333333332,20.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_4
35721406.0,2026-04-01,2.97,9.64,0.97,8.67,0.0,0.0,0.0,0.0,0.0,0.0,163.48,0.0,0.0,0.0,0.0,18.0,1.9444444444444444,35.0,138.77777777777777,9.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_4
35721406.0,2026-07-01,286.17,224.93,106.53,118.4,0.0,3.3,12.0,19.0,0.0,0.0,4010.99,0.0,0.0,0.0,0.0,30.0,15.333333333333336,460.0,1432.166666666667,20.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_8
35721406.0,2026-08-01,68.95,60.5,3.77,56.73,0.0,0.0,3.0,1.0,0.0,0.0,750.11,0.0,0.0,0.0,0.0,30.0,5.433333333333334,163.0,846.3666666666667,20.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_8
35721406.0,2026-09-01,71.35,33.68,33.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.04,0.0,0.0,0.0,0.0,30.0,5.5,165.0,593.7666666666668,20.0,5.0,0.0,1.0,0.0,0.0,2022-04-13,32713,tariff_4
86170304.0,2026-06-01,564.97,51.83,51.83,0.0,0.0,5.5,0.0,0.0,0.0,0.0,1437.59,30334.2,0.0,0.0,0.0,30.0,18.4,552.0,2080.1,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86170304.0,2026-07-01,774.48,124.88,84.55,40.33,0.0,0.58,1.0,0.0,0.0,0.0,3112.65,50160.32,0.0,0.0,0.0,30.0,20.03333333333333,601.0,2553.866666666667,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86170304.0,2026-08-01,197.75,83.95,80.0,3.95,0.0,0.0,0.0,0.0,0.0,0.0,7942.85,19716.21,0.0,0.0,0.0,30.0,12.4,372.0,1257.3666666666666,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86170304.0,2026-04-01,523.3,79.97,79.97,0.0,0.0,2.72,1.0,0.0,0.0,0.0,5842.43,18402.79,0.0,0.0,0.0,30.0,17.133333333333333,514.0,2024.3,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86170304.0,2026-09-01,702.65,40.2,39.37,0.83,0.0,0.0,1.0,0.0,0.0,0.0,12738.61,43092.29,0.0,0.0,0.0,30.0,17.466666666666665,524.0,2294.933333333333,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86170304.0,2026-05-01,787.93,81.81,76.68,5.13,0.0,0.0,0.0,0.0,0.0,0.0,8069.51,26647.15,0.0,0.0,0.0,30.0,22.4,672.0,2489.1666666666665,20.0,6.2,0.0,1.0,0.0,0.0,2025-09-06,33032,tariff_8
86760903.0,2026-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.5,231.0,916.8636363636364,20.0,5.7,0.0,1.0,0.0,0.0,2025-07-04,34889,tariff_11
35664810.0,2026-07-01,123.75,0.72,0.72,0.0,0.0,0.35,2.0,0.0,0.0,0.0,6298.52,41949.13,0.0,0.0,0.0,11.0,12.545454545454543,138.0,1694.0,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-11,34889,tariff_11
35664810.0,2026-08-01,235.39,26.85,26.85,0.0,0.0,0.27,26.0,0.0,0.0,0.0,20243.11,43996.64,0.0,0.0,0.0,15.0,20.2,303.0,2479.333333333333,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-11,34889,tariff_11
35664810.0,2026-06-01,263.73,28.32,28.32,0.0,0.0,0.57,0.0,0.0,0.0,0.0,2272.3,29961.68,0.0,0.0,0.0,13.0,22.0,286.0,2676.3076923076924,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-11,34889,tariff_8
35664810.0,2026-05-01,232.5,77.0,77.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,790.22,25382.96,0.0,0.0,0.0,27.0,15.814814814814817,427.0,1273.6666666666667,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-11,34889,tariff_8
35664810.0,2026-09-01,213.25,64.48,64.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4911.26,24272.18,0.0,0.0,0.0,21.0,19.666666666666668,413.0,1465.095238095238,20.0,6.4,0.0,1.0,0.0,0.0,2025-12-11,34889,tariff_10
86153804.0,2026-07-01,67.96,1.1,0.0,1.1,0.0,0.38,1.0,0.0,0.0,0.0,4632.77,0.0,0.0,0.0,0.0,21.0,5.333333333333333,112.0,372.8571428571428,11.0,6.3,0.0,1.0,0.0,0.0,2026-04-08,35944,tariff_2
86153804.0,2026-08-01,109.72,7.42,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,7210.45,0.0,0.0,0.0,0.0,27.0,5.333333333333333,144.0,493.7037037037037,12.0,6.3,0.0,1.0,0.0,0.0,2026-04-08,35944,tariff_2
86523002.0,2026-04-01,73.13,3.88,0.0,3.88,0.0,0.9,1.0,0.0,0.0,0.0,641.98,0.0,0.0,0.0,0.0,19.0,6.842105263157895,130.0,472.0526315789474,6.0,4.7,0.0,1.0,0.0,0.0,2020-10-11,35944,tariff_2
86523002.0,2026-06-01,49.07,1.87,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,1282.63,0.0,0.0,0.0,0.0,13.0,9.307692307692308,121.0,542.2307692307694,6.0,4.7,0.0,1.0,0.0,0.0,2020-10-11,35944,tariff_2
86523002.0,2026-05-01,61.5,2.47,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,876.12,0.0,0.0,0.0,0.0,16.0,7.4375,119.0,469.5,6.0,4.7,0.0,1.0,0.0,0.0,2020-10-11,35944,tariff_2
86153804.0,2026-09-01,96.6,4.08,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,6277.05,0.0,0.0,0.0,0.0,23.0,6.565217391304348,151.0,437.0,13.0,6.3,0.0,1.0,0.0,0.0,2026-04-08,35944,tariff_2
86932304.0,2026-08-01,583.02,39.62,27.85,11.77,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,24.0,10.208333333333334,245.0,3453.833333333333,20.0,5.4,0.0,1.0,0.0,0.0,2026-11-27,36755,tariff_13
35857303.0,2026-05-01,839.92,52.33,29.63,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.833333333333336,385.0,4283.133333333333,20.0,2.8,0.0,0.0,1.0,0.0,2017-03-03,36755,tariff_13
86932304.0,2026-09-01,407.13,32.12,28.77,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,30.0,7.8,234.0,3578.833333333333,20.0,5.4,0.0,1.0,0.0,0.0,2026-11-27,36755,tariff_13
35857303.0,2026-07-01,494.57,32.5,9.12,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,30.0,8.566666666666666,257.0,2838.133333333333,20.0,2.8,0.0,0.0,1.0,0.0,2017-03-03,36755,tariff_13
35857303.0,2026-04-01,779.0,61.93,32.75,29.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.766666666666667,323.0,3797.666666666666,20.0,2.8,0.0,0.0,1.0,0.0,2017-03-03,36755,tariff_13
35857303.0,2026-06-01,387.9,62.43,23.5,38.93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.44,236.0,2946.24,18.0,2.8,0.0,0.0,1.0,0.0,2017-03-03,36755,tariff_13
86891504.0,2026-07-01,111.67,27.08,27.08,0.0,0.03,0.05,1.0,0.0,0.0,0.0,90.98,5609.02,0.0,0.0,0.0,30.0,8.2,246.0,697.1,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_11
86891504.0,2026-05-01,30.08,1.08,1.08,0.0,1.95,0.0,0.0,0.0,0.0,0.0,68.2,2426.29,0.0,0.0,0.0,24.0,2.9166666666666665,70.0,258.875,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_16
86891504.0,2026-09-01,118.5,16.8,16.8,0.0,0.4,4.33,0.0,0.0,0.0,0.0,319.97,3925.37,0.0,0.0,0.0,30.0,7.2,216.0,841.9666666666667,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_11
86891504.0,2026-04-01,119.6,8.63,8.63,0.0,0.78,2.45,1.0,2.0,0.0,0.0,2605.21,3603.22,0.0,0.0,0.0,30.0,5.966666666666668,179.0,484.4,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_16
86891504.0,2026-06-01,61.42,15.17,15.17,0.0,0.15,0.0,0.0,0.0,0.0,0.0,246.88,5575.74,0.0,0.0,0.0,30.0,5.6,168.0,457.26666666666665,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_11
86891504.0,2026-08-01,57.28,32.27,32.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.73,7923.15,0.0,0.0,0.0,30.0,5.5,165.0,648.2,20.0,5.5,0.0,1.0,0.0,0.0,2025-07-31,37096,tariff_11
35763305.0,2026-07-01,90.12,88.44,60.72,27.72,0.0,0.0,0.0,3.0,0.0,0.0,8466.51,0.0,0.0,0.0,0.0,28.0,6.571428571428571,184.0,703.8928571428571,20.0,5.0,0.0,1.0,0.0,0.0,2020-11-04,38208,tariff_8
35763305.0,2026-05-01,54.98,29.1,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11278.16,0.0,0.0,0.0,0.0,22.0,5.045454545454546,111.0,686.9090909090909,20.0,5.0,0.0,1.0,0.0,0.0,2020-11-04,38208,tariff_8
